timestamp,solar_power,temperature,battery_level
2025-11-17T07:26:23.077698,596.87,43.24,81.21
2025-11-17T07:26:23.081967,872.45,36.4,60.39
2025-11-17T07:26:23.081967,447.41,49.08,42.24
2025-11-17T07:26:23.081967,873.91,33.18,38.02
2025-11-17T07:26:23.081967,589.25,30.34,44.74
2025-11-17T07:26:23.081967,738.09,38.93,78.56
2025-11-17T07:26:23.081967,854.23,44.66,63.88
2025-11-17T07:26:23.084027,631.03,27.86,73.7
2025-11-17T07:26:23.084027,202.45,43.52,58.05
2025-11-17T07:26:23.084027,457.15,49.3,52.1
2025-11-17T07:26:23.084027,486.93,37.5,69.37
2025-11-17T07:26:23.084027,483.34,46.21,40.36
2025-11-17T07:26:23.084027,825.14,33.63,36.03
2025-11-17T07:26:23.084027,447.31,27.64,31.24
2025-11-17T07:26:23.084027,380.16,44.88,39.85
2025-11-17T07:26:23.084027,323.83,36.77,65.24
2025-11-17T07:26:23.084027,477.91,37.59,54.01
2025-11-17T07:26:23.084027,893.18,25.45,32.56
2025-11-17T07:26:23.084027,374.76,43.03,44.47
2025-11-17T07:26:23.084027,892.5,31.25,61.92
2025-11-17T07:26:23.084027,203.27,36.32,37.84
2025-11-17T07:26:23.089093,865.49,34.75,50.23
2025-11-17T07:26:23.089093,234.93,33.38,63.78
2025-11-17T07:26:23.089093,583.21,42.03,90.57
2025-11-17T07:26:23.089093,530.86,35.2,39.89
2025-11-17T07:26:23.089093,826.72,41.48,33.11
2025-11-17T07:26:23.089093,532.28,27.17,41.18
2025-11-17T07:26:23.089093,871.46,31.18,89.36
2025-11-17T07:26:23.089093,288.73,34.05,55.58
2025-11-17T07:26:23.089093,331.93,44.86,53.46
2025-11-17T07:26:23.089093,898.76,46.07,48.53
2025-11-17T07:26:23.089093,523.56,38.07,63.6
2025-11-17T07:26:23.094232,203.87,35.47,81.83
2025-11-17T07:26:23.094232,211.25,25.44,56.57
2025-11-17T07:26:23.094232,879.55,35.96,31.7
2025-11-17T07:26:23.095256,229.15,40.6,93.19
2025-11-17T07:26:23.095256,866.78,35.98,48.11
2025-11-17T07:26:23.095256,676.76,34.82,72.51
2025-11-17T07:26:23.095256,573.18,28.97,48.8
2025-11-17T07:26:23.095256,895.03,30.09,38.41
2025-11-17T07:26:23.095256,710.06,44.79,90.05
2025-11-17T07:26:23.095256,308.02,45.46,78.06
2025-11-17T07:26:23.095256,600.66,25.6,54.16
2025-11-17T07:26:23.095256,405.54,39.52,39.28
2025-11-17T07:26:23.095256,494.31,35.96,90.38
2025-11-17T07:26:23.095256,235.31,30.79,69.86
2025-11-17T07:26:23.095256,397.03,47.66,44.62
2025-11-17T07:26:23.095256,392.78,25.77,71.32
2025-11-17T07:26:23.095256,471.45,26.74,61.14
2025-11-17T07:26:23.095256,575.02,49.43,84.84
2025-11-17T07:26:23.095256,732.46,49.62,67.35
2025-11-17T07:26:23.095256,652.92,49.24,69.37
2025-11-17T07:26:23.095256,646.24,45.86,87.41
2025-11-17T07:26:23.101941,386.08,38.02,85.08
2025-11-17T07:26:23.101941,549.17,39.51,53.68
2025-11-17T07:26:23.101941,855.65,30.74,31.39
2025-11-17T07:26:23.101941,496.75,35.83,79.81
2025-11-17T07:26:23.101941,229.64,38.75,75.2
2025-11-17T07:26:23.101941,644.07,35.51,41.3
2025-11-17T07:26:23.101941,235.72,26.46,49.72
2025-11-17T07:26:23.101941,256.2,49.59,56.74
2025-11-17T07:26:23.101941,607.92,45.61,59.59
2025-11-17T07:26:23.101941,400.0,44.18,80.42
2025-11-17T07:26:23.105123,871.64,28.36,86.81
2025-11-17T07:26:23.105123,674.25,49.42,38.78
2025-11-17T07:26:23.105123,294.83,36.41,52.77
2025-11-17T07:26:23.105123,655.09,25.96,65.02
2025-11-17T07:26:23.105123,744.35,33.17,89.66
2025-11-17T07:26:23.107127,598.36,37.82,55.76
2025-11-17T07:26:23.107127,490.94,25.82,30.69
2025-11-17T07:26:23.107127,306.55,31.38,81.01
2025-11-17T07:26:23.107127,715.3,43.4,79.15
2025-11-17T07:26:23.107127,787.25,29.11,77.2
2025-11-17T07:26:23.109131,579.52,25.24,75.98
2025-11-17T07:26:23.109131,615.67,43.22,47.46
2025-11-17T07:26:23.109131,480.83,26.83,45.66
2025-11-17T07:26:23.109131,650.42,44.12,43.2
2025-11-17T07:26:23.109131,861.03,43.9,58.59
2025-11-17T07:26:23.111135,590.53,26.78,60.44
2025-11-17T07:26:23.111135,354.96,26.51,70.64
2025-11-17T07:26:23.111135,699.43,36.14,85.6
2025-11-17T07:26:23.111135,247.5,48.94,71.77
2025-11-17T07:26:23.111135,287.88,28.18,34.91
2025-11-17T07:26:23.113140,893.08,37.03,52.96
2025-11-17T07:26:23.113140,482.17,32.02,79.58
2025-11-17T07:26:23.113140,604.98,49.48,68.47
2025-11-17T07:26:23.113140,884.76,39.01,35.83
2025-11-17T07:26:23.113140,628.93,31.19,49.96
2025-11-17T07:26:23.113140,423.03,36.56,54.16
2025-11-17T07:26:23.115143,878.08,28.78,51.23
2025-11-17T07:26:23.115143,626.09,33.23,48.47
2025-11-17T07:26:23.115143,579.39,29.64,31.59
2025-11-17T07:26:23.115143,477.19,48.53,71.59
2025-11-17T07:26:23.115143,558.2,45.65,33.95
2025-11-17T07:26:23.115143,491.43,43.32,86.3
2025-11-17T07:26:23.117147,275.02,25.6,44.64
2025-11-17T07:26:23.117147,846.73,29.94,64.27
2025-11-17T07:26:23.117147,499.2,30.12,48.13
2025-11-17T07:26:23.117147,826.03,35.83,43.56
2025-11-17T07:26:23.117147,307.18,34.21,76.93
2025-11-17T07:26:23.119151,861.3,38.68,66.16
2025-11-17T07:26:23.119151,773.59,31.5,74.36
2025-11-17T07:26:23.119151,265.79,25.64,30.6
2025-11-17T07:26:23.119151,514.81,41.48,82.38
2025-11-17T07:26:23.119151,346.77,34.69,75.53
2025-11-17T07:26:23.120894,676.18,32.07,42.66
2025-11-17T07:26:23.120894,427.52,46.72,34.49
2025-11-17T07:26:23.120894,392.05,32.6,55.63
2025-11-17T07:26:23.120894,599.96,30.68,44.1
2025-11-17T07:26:23.120894,265.2,49.47,74.36
2025-11-17T07:26:23.120894,653.23,34.46,35.74
2025-11-17T07:26:23.120894,826.49,29.5,62.38
2025-11-17T07:26:23.123318,590.58,35.77,43.3
2025-11-17T07:26:23.123318,718.04,31.16,38.8
2025-11-17T07:26:23.123318,579.76,34.16,31.47
2025-11-17T07:26:23.124526,312.63,49.62,50.6
2025-11-17T07:26:23.124526,892.29,39.73,59.16
2025-11-17T07:26:23.124526,499.97,30.51,78.52
2025-11-17T07:26:23.125585,609.34,38.56,87.63
2025-11-17T07:26:23.125585,494.76,34.83,41.29
2025-11-17T07:26:23.125585,215.63,45.34,41.29
2025-11-17T07:26:23.125585,389.62,32.74,69.3
2025-11-17T07:26:23.125585,380.6,34.5,54.85
2025-11-17T07:26:23.127534,641.92,49.22,40.55
2025-11-17T07:26:23.127534,450.62,47.81,62.19
2025-11-17T07:26:23.127534,644.83,44.79,41.7
2025-11-17T07:26:23.127534,690.85,42.31,76.89
2025-11-17T07:26:23.129367,749.03,28.73,35.52
2025-11-17T07:26:23.129870,607.29,35.55,75.81
2025-11-17T07:26:23.129870,391.07,44.12,70.49
2025-11-17T07:26:23.129870,840.03,41.32,48.6
2025-11-17T07:26:23.129870,890.73,44.19,71.55
2025-11-17T07:26:23.129870,736.33,35.29,35.49
2025-11-17T07:26:23.131873,490.18,35.2,80.07
2025-11-17T07:26:23.131873,807.95,47.93,50.8
2025-11-17T07:26:23.131873,590.15,39.23,87.08
2025-11-17T07:26:23.131873,833.34,49.99,75.37
2025-11-17T07:26:23.131873,370.74,26.11,55.44
2025-11-17T07:26:23.131873,805.82,48.95,65.91
2025-11-17T07:26:23.131873,482.78,45.14,30.1
2025-11-17T07:26:23.131873,598.75,43.23,41.51
2025-11-17T07:26:23.131873,738.36,44.37,53.3
2025-11-17T07:26:23.131873,738.32,35.45,38.36
2025-11-17T07:26:23.131873,449.4,41.14,72.83
2025-11-17T07:26:23.135970,577.14,49.11,39.73
2025-11-17T07:26:23.135970,356.79,37.18,51.11
2025-11-17T07:26:23.135970,565.46,26.65,63.27
2025-11-17T07:26:23.136974,824.02,39.24,84.92
2025-11-17T07:26:23.136974,499.24,44.74,42.77
2025-11-17T07:26:23.136974,742.79,48.59,89.56
2025-11-17T07:26:23.136974,471.73,26.49,80.21
2025-11-17T07:26:23.136974,354.55,46.48,80.46
2025-11-17T07:26:23.136974,468.2,34.43,34.51
2025-11-17T07:26:23.136974,593.91,33.39,47.71
2025-11-17T07:26:23.136974,262.73,46.76,81.88
2025-11-17T07:26:23.136974,249.9,34.63,55.9
2025-11-17T07:26:23.136974,491.54,32.46,56.55
2025-11-17T07:26:23.136974,279.19,31.95,83.15
2025-11-17T07:26:23.136974,244.62,41.49,76.86
2025-11-17T07:26:23.136974,661.35,43.27,71.08
2025-11-17T07:26:23.136974,391.84,48.67,93.47
2025-11-17T07:26:23.136974,703.34,48.84,92.07
2025-11-17T07:26:23.136974,759.33,33.27,50.2
2025-11-17T07:26:23.142360,348.74,38.22,38.37
2025-11-17T07:26:23.142360,804.84,35.69,94.16
2025-11-17T07:26:23.142360,822.47,38.69,33.61
2025-11-17T07:26:23.142360,448.41,26.67,48.14
2025-11-17T07:26:23.142360,712.22,46.53,38.29
2025-11-17T07:26:23.142360,477.82,39.21,77.62
2025-11-17T07:26:23.142360,666.27,37.93,31.75
2025-11-17T07:26:23.142360,342.46,45.42,71.93
2025-11-17T07:26:23.142360,656.11,37.4,36.47
2025-11-17T07:26:23.142360,497.45,47.25,53.42
2025-11-17T07:26:23.145835,478.78,48.73,77.18
2025-11-17T07:26:23.145835,531.68,40.01,77.32
2025-11-17T07:26:23.145835,819.34,34.08,32.99
2025-11-17T07:26:23.145835,721.45,43.06,31.85
2025-11-17T07:26:23.145835,712.68,45.04,38.72
2025-11-17T07:26:23.145835,665.29,28.1,38.41
2025-11-17T07:26:23.145835,518.77,29.86,53.89
2025-11-17T07:26:23.145835,364.68,37.69,88.35
2025-11-17T07:26:23.145835,442.43,43.88,72.84
2025-11-17T07:26:23.145835,797.88,38.27,86.72
2025-11-17T07:26:23.145835,434.64,25.04,36.05
2025-11-17T07:26:23.145835,745.59,48.03,32.93
2025-11-17T07:26:23.145835,287.37,29.91,41.22
2025-11-17T07:26:23.145835,561.74,39.51,77.71
2025-11-17T07:26:23.145835,333.55,31.67,52.22
2025-11-17T07:26:23.145835,627.43,42.45,48.52
2025-11-17T07:26:23.145835,799.96,26.23,77.6
2025-11-17T07:26:23.145835,425.16,37.46,77.29
2025-11-17T07:26:23.145835,804.64,48.92,55.16
2025-11-17T07:26:23.145835,247.84,42.92,65.76
2025-11-17T07:26:23.145835,602.19,41.08,48.45
2025-11-17T07:26:23.145835,763.23,44.66,94.31
2025-11-17T07:26:23.152652,594.15,47.66,87.72
2025-11-17T07:26:23.152652,641.79,44.87,69.52
2025-11-17T07:26:23.152652,227.09,37.08,32.5
2025-11-17T07:26:23.152652,790.26,37.83,70.64
2025-11-17T07:26:23.152652,351.21,30.93,75.78
2025-11-17T07:26:23.152652,608.45,29.34,70.55
2025-11-17T07:26:23.152652,488.24,29.66,92.88
2025-11-17T07:26:23.152652,527.65,28.95,77.44
2025-11-17T07:26:23.152652,310.43,29.01,86.35
2025-11-17T07:26:23.152652,555.2,27.04,88.25
2025-11-17T07:26:23.152652,572.74,31.81,63.0
2025-11-17T07:26:23.152652,773.34,28.02,36.64
2025-11-17T07:26:23.152652,515.99,46.06,59.55
2025-11-17T07:26:23.152652,278.49,49.31,56.31
2025-11-17T07:26:23.152652,753.61,30.54,88.27
2025-11-17T07:26:23.152652,771.81,44.56,33.3
2025-11-17T07:26:23.152652,875.55,38.27,52.85
2025-11-17T07:26:23.152652,422.95,31.53,69.11
2025-11-17T07:26:23.152652,773.92,42.87,49.96
2025-11-17T07:26:23.152652,430.12,38.33,36.65
2025-11-17T07:26:23.152652,383.95,37.3,38.65
2025-11-17T07:26:23.152652,293.97,44.9,56.11
2025-11-17T07:26:23.152652,827.09,46.54,84.43
2025-11-17T07:26:23.152652,626.97,38.65,85.92
2025-11-17T07:26:23.152652,634.81,43.95,91.68
2025-11-17T07:26:23.152652,741.52,39.67,51.4
2025-11-17T07:26:23.152652,759.99,25.86,34.01
2025-11-17T07:26:23.152652,381.2,26.48,58.52
2025-11-17T07:26:23.152652,599.91,40.01,41.88
2025-11-17T07:26:23.152652,444.49,43.24,51.72
2025-11-17T07:26:23.152652,378.32,49.47,55.72
2025-11-17T07:26:23.152652,378.47,29.38,46.02
2025-11-17T07:26:23.152652,414.04,31.73,33.49
2025-11-17T07:26:23.152652,689.97,36.09,52.89
2025-11-17T07:26:23.152652,761.61,44.75,59.98
2025-11-17T07:26:23.152652,325.99,41.05,71.76
2025-11-17T07:26:23.152652,789.14,31.06,31.97
2025-11-17T07:26:23.152652,443.24,31.66,90.97
2025-11-17T07:26:23.152652,677.27,41.37,84.34
2025-11-17T07:26:23.152652,672.94,49.07,56.98
2025-11-17T07:26:23.152652,672.76,25.75,38.6
2025-11-17T07:26:23.152652,413.48,49.73,47.53
2025-11-17T07:26:23.152652,482.24,46.26,70.33
2025-11-17T07:26:23.152652,318.87,25.18,90.81
2025-11-17T07:26:23.152652,564.93,38.83,48.33
2025-11-17T07:26:23.152652,294.59,30.67,44.64
2025-11-17T07:26:23.152652,612.18,34.12,38.46
2025-11-17T07:26:23.152652,409.5,31.91,77.74
2025-11-17T07:26:23.152652,730.76,40.38,62.79
2025-11-17T07:26:23.152652,862.33,40.19,33.73
2025-11-17T07:26:23.168600,383.2,26.42,71.54
2025-11-17T07:26:23.168600,364.69,45.07,30.29
2025-11-17T07:26:23.168600,562.36,26.65,55.05
2025-11-17T07:26:23.168600,691.51,36.11,65.97
2025-11-17T07:26:23.168600,896.79,34.15,76.4
2025-11-17T07:26:23.168600,885.03,45.25,40.63
2025-11-17T07:26:23.168600,880.71,29.38,92.15
2025-11-17T07:26:23.171417,625.54,48.18,43.27
2025-11-17T07:26:23.171417,778.96,42.16,88.03
2025-11-17T07:26:23.171417,478.77,25.7,47.64
2025-11-17T07:26:23.171417,541.25,44.1,56.15
2025-11-17T07:26:23.171417,828.95,48.74,86.49
2025-11-17T07:26:23.171417,664.65,44.63,36.28
2025-11-17T07:26:23.171417,592.33,35.77,68.68
2025-11-17T07:26:23.171417,532.21,40.58,38.62
2025-11-17T07:26:23.171417,478.72,49.72,41.22
2025-11-17T07:26:23.171417,444.84,33.35,88.02
2025-11-17T07:26:23.171417,411.97,36.34,78.26
2025-11-17T07:26:23.171417,819.11,27.76,65.99
2025-11-17T07:26:23.171417,746.17,30.48,69.82
2025-11-17T07:26:23.171417,586.12,28.44,33.16
2025-11-17T07:26:23.171417,476.06,41.19,78.5
2025-11-17T07:26:23.171417,605.49,36.23,87.26
2025-11-17T07:26:23.171417,835.96,47.66,54.12
2025-11-17T07:26:23.171417,367.78,42.74,62.27
2025-11-17T07:26:23.171417,370.44,46.37,55.64
2025-11-17T07:26:23.171417,304.68,48.53,88.89
2025-11-17T07:26:23.171417,871.45,39.85,30.19
2025-11-17T07:26:23.171417,221.6,28.32,57.57
2025-11-17T07:26:23.171417,370.66,34.88,77.01
2025-11-17T07:26:23.171417,658.05,45.87,58.59
2025-11-17T07:26:23.171417,456.55,36.2,66.9
2025-11-17T07:26:23.171417,726.52,43.4,32.67
2025-11-17T07:26:23.171417,892.7,46.02,89.5
2025-11-17T07:26:23.171417,767.02,25.36,74.14
2025-11-17T07:26:23.171417,877.56,47.1,54.51
2025-11-17T07:26:23.171417,674.42,42.81,49.41
2025-11-17T07:26:23.171417,568.35,46.46,71.2
2025-11-17T07:26:23.181641,771.97,33.29,84.4
2025-11-17T07:26:23.181641,457.87,27.35,84.22
2025-11-17T07:26:23.181641,555.76,48.84,71.3
2025-11-17T07:26:23.181641,842.39,41.32,37.23
2025-11-17T07:26:23.181641,413.14,39.91,91.53
2025-11-17T07:26:23.181641,819.39,42.63,53.55
2025-11-17T07:26:23.183645,859.08,41.11,85.96
2025-11-17T07:26:23.183645,859.13,29.25,92.7
2025-11-17T07:26:23.183645,588.62,32.75,61.76
2025-11-17T07:26:23.184648,401.56,35.54,91.51
2025-11-17T07:26:23.184648,393.39,44.19,86.09
2025-11-17T07:26:23.184648,370.47,36.06,36.49
2025-11-17T07:26:23.184648,283.22,48.4,49.55
2025-11-17T07:26:23.184648,769.88,25.75,65.1
2025-11-17T07:26:23.184648,558.15,29.89,37.58
2025-11-17T07:26:23.184648,360.2,34.96,38.75
2025-11-17T07:26:23.184648,699.83,47.15,37.63
2025-11-17T07:26:23.187851,311.51,47.85,93.97
2025-11-17T07:26:23.187851,498.05,41.91,94.35
2025-11-17T07:26:23.187851,421.02,39.95,50.46
2025-11-17T07:26:23.187851,309.09,40.65,44.52
2025-11-17T07:26:23.187851,633.77,49.45,30.42
2025-11-17T07:26:23.187851,846.26,34.03,64.09
2025-11-17T07:26:23.187851,729.64,46.81,60.64
2025-11-17T07:26:23.187851,691.55,48.82,55.66
2025-11-17T07:26:23.187851,822.17,27.92,32.59
2025-11-17T07:26:23.187851,408.46,28.54,83.61
2025-11-17T07:26:23.187851,883.12,35.0,47.6
2025-11-17T07:26:23.187851,434.89,47.27,61.2
2025-11-17T07:26:23.187851,291.77,36.63,84.87
2025-11-17T07:26:23.192383,883.49,37.95,93.18
2025-11-17T07:26:23.192383,421.44,42.49,89.18
2025-11-17T07:26:23.192383,247.01,36.93,38.05
2025-11-17T07:26:23.192383,316.45,29.78,72.68
2025-11-17T07:26:23.192383,227.16,31.36,89.94
2025-11-17T07:26:23.192383,325.8,36.28,35.58
2025-11-17T07:26:23.192383,709.47,34.16,58.9
2025-11-17T07:26:23.192383,868.73,36.64,75.45
2025-11-17T07:26:23.192383,457.24,30.03,57.32
2025-11-17T07:26:23.192383,766.11,37.84,80.91
2025-11-17T07:26:23.192383,770.92,45.53,62.98
2025-11-17T07:26:23.192383,505.91,48.72,37.85
2025-11-17T07:26:23.192383,226.25,49.61,69.38
2025-11-17T07:26:23.192383,365.18,49.11,51.21
2025-11-17T07:26:23.192383,209.76,44.13,85.46
2025-11-17T07:26:23.192383,439.7,36.01,60.07
2025-11-17T07:26:23.192383,685.55,40.77,54.86
2025-11-17T07:26:23.192383,312.79,42.46,86.98
2025-11-17T07:26:23.192383,640.42,40.65,36.71
2025-11-17T07:26:23.192383,368.67,27.39,56.28
2025-11-17T07:26:23.192383,777.64,45.17,41.86
2025-11-17T07:26:23.200608,532.79,45.98,32.58
2025-11-17T07:26:23.200608,404.39,30.49,76.8
2025-11-17T07:26:23.200608,470.97,27.41,37.9
2025-11-17T07:26:23.201790,466.55,27.21,33.8
2025-11-17T07:26:23.201790,709.18,42.43,38.67
2025-11-17T07:26:23.201790,362.79,44.25,59.84
2025-11-17T07:26:23.201790,603.08,40.93,72.58
2025-11-17T07:26:23.201790,845.39,40.15,67.84
2025-11-17T07:26:23.203793,789.59,33.33,88.74
2025-11-17T07:26:23.203793,340.3,48.76,57.88
2025-11-17T07:26:23.203793,440.59,30.15,85.94
2025-11-17T07:26:23.203793,630.88,39.57,74.76
2025-11-17T07:26:23.203793,235.1,28.52,72.97
2025-11-17T07:26:23.203793,727.25,46.93,57.06
2025-11-17T07:26:23.205808,267.57,39.87,32.71
2025-11-17T07:26:23.205808,896.6,42.22,45.49
2025-11-17T07:26:23.205808,679.42,33.05,86.41
2025-11-17T07:26:23.205808,626.24,27.67,75.85
2025-11-17T07:26:23.205808,783.94,38.89,46.77
2025-11-17T07:26:23.205808,278.56,37.12,53.55
2025-11-17T07:26:23.205808,594.02,44.82,62.0
2025-11-17T07:26:23.205808,413.87,32.51,73.89
2025-11-17T07:26:23.205808,680.57,36.63,49.01
2025-11-17T07:26:23.205808,642.81,25.82,92.3
2025-11-17T07:26:23.205808,882.33,26.34,54.85
2025-11-17T07:26:23.205808,764.07,46.58,38.32
2025-11-17T07:26:23.205808,732.4,40.49,83.17
2025-11-17T07:26:23.205808,663.76,36.23,56.98
2025-11-17T07:26:23.205808,407.46,37.81,66.71
2025-11-17T07:26:23.205808,860.38,42.22,30.39
2025-11-17T07:26:23.205808,717.4,27.5,49.95
2025-11-17T07:26:23.205808,228.1,36.1,55.16
2025-11-17T07:26:23.205808,805.48,32.17,90.0
2025-11-17T07:26:23.205808,614.75,36.71,86.41
2025-11-17T07:26:23.205808,327.71,48.36,85.52
2025-11-17T07:26:23.205808,549.22,25.43,88.4
2025-11-17T07:26:23.205808,702.15,36.48,43.71
2025-11-17T07:26:23.205808,816.93,45.14,91.93
2025-11-17T07:26:23.205808,843.73,48.15,54.53
2025-11-17T07:26:23.205808,770.84,33.06,76.38
2025-11-17T07:26:23.205808,265.28,44.52,59.53
2025-11-17T07:26:23.205808,405.39,32.42,41.09
2025-11-17T07:26:23.216420,575.28,32.08,54.72
2025-11-17T07:26:23.216420,689.81,48.94,48.14
2025-11-17T07:26:23.216420,667.97,32.23,79.29
2025-11-17T07:26:23.216420,261.44,31.66,86.27
2025-11-17T07:26:23.216420,893.95,27.36,34.68
2025-11-17T07:26:23.216420,206.97,42.18,50.04
2025-11-17T07:26:23.216420,401.68,49.02,46.13
2025-11-17T07:26:23.216420,841.11,33.33,55.91
2025-11-17T07:26:23.216420,365.46,45.1,57.65
2025-11-17T07:26:23.216420,354.71,46.19,37.68
2025-11-17T07:26:23.220090,800.34,42.14,57.54
2025-11-17T07:26:23.220090,345.32,41.66,82.14
2025-11-17T07:26:23.220090,784.28,32.35,48.68
2025-11-17T07:26:23.220090,733.45,45.43,69.89
2025-11-17T07:26:23.221434,832.26,39.01,66.67
2025-11-17T07:26:23.221434,617.58,28.05,51.33
2025-11-17T07:26:23.221434,247.6,28.15,73.67
2025-11-17T07:26:23.221434,798.18,46.21,56.23
2025-11-17T07:26:23.221434,412.0,25.21,89.93
2025-11-17T07:26:23.221434,233.76,40.53,72.28
2025-11-17T07:26:23.221434,722.71,45.93,35.94
2025-11-17T07:26:23.221434,708.36,47.52,40.71
2025-11-17T07:26:23.221434,843.02,30.04,49.34
2025-11-17T07:26:23.221434,746.95,47.55,80.01
2025-11-17T07:26:23.221434,680.83,35.98,80.3
2025-11-17T07:26:23.221434,460.05,33.29,38.08
2025-11-17T07:26:23.221434,674.25,48.34,69.79
2025-11-17T07:26:23.221434,514.66,48.98,58.6
2025-11-17T07:26:23.221434,584.5,28.77,84.15
2025-11-17T07:26:23.221434,775.63,37.55,71.21
2025-11-17T07:26:23.221434,565.51,46.85,69.0
2025-11-17T07:26:23.221434,899.55,45.49,53.74
2025-11-17T07:26:23.221434,745.89,26.3,67.02
2025-11-17T07:26:23.221434,746.16,25.78,83.26
2025-11-17T07:26:23.221434,482.29,36.56,86.74
2025-11-17T07:26:23.221434,558.02,25.49,60.68
2025-11-17T07:26:23.221434,705.03,43.45,55.61
2025-11-17T07:26:23.221434,839.5,33.61,48.27
2025-11-17T07:26:23.221434,590.44,39.1,48.51
2025-11-17T07:26:23.221434,398.29,39.58,69.52
2025-11-17T07:26:23.221434,896.29,42.07,88.84
2025-11-17T07:26:23.221434,397.69,34.6,65.79
2025-11-17T07:26:23.221434,495.96,46.17,54.36
2025-11-17T07:26:23.221434,550.61,28.71,45.67
2025-11-17T07:26:23.221434,585.42,26.44,49.39
2025-11-17T07:26:23.221434,838.52,39.96,79.96
2025-11-17T07:26:23.221434,397.79,29.94,48.38
2025-11-17T07:26:23.221434,641.07,32.62,41.6
2025-11-17T07:26:23.232151,395.16,27.42,41.13
2025-11-17T07:26:23.232151,888.69,45.73,55.32
2025-11-17T07:26:23.232151,369.65,29.77,72.51
2025-11-17T07:26:23.232151,774.55,29.39,56.89
2025-11-17T07:26:23.232151,820.38,39.45,30.35
2025-11-17T07:26:23.232151,377.67,41.11,60.06
2025-11-17T07:26:23.232151,456.74,46.41,30.94
2025-11-17T07:26:23.232151,553.83,43.58,81.11
2025-11-17T07:26:23.232151,657.88,40.42,83.53
2025-11-17T07:26:23.232151,428.15,41.27,86.46
2025-11-17T07:26:23.232151,802.28,41.16,38.32
2025-11-17T07:26:23.232151,341.0,26.87,93.42
2025-11-17T07:26:23.232151,794.36,42.82,55.24
2025-11-17T07:26:23.232151,277.16,48.51,67.73
2025-11-17T07:26:23.232151,280.29,30.64,44.48
2025-11-17T07:26:23.232151,518.45,30.51,51.16
2025-11-17T07:26:23.232151,812.04,39.36,30.61
2025-11-17T07:26:23.232151,444.61,35.79,54.86
2025-11-17T07:26:23.232151,661.41,42.31,39.02
2025-11-17T07:26:23.232151,461.27,26.84,34.43
2025-11-17T07:26:23.232151,642.64,36.59,41.69
2025-11-17T07:26:23.232151,655.05,27.14,62.41
2025-11-17T07:26:23.232151,512.26,32.66,81.09
2025-11-17T07:26:23.240507,606.1,47.62,75.56
2025-11-17T07:26:23.240507,753.81,42.2,34.67
2025-11-17T07:26:23.240507,616.02,38.07,85.2
2025-11-17T07:26:23.240507,424.31,38.12,48.9
2025-11-17T07:26:23.240507,642.53,25.99,77.22
2025-11-17T07:26:23.240507,736.97,49.24,50.54
2025-11-17T07:26:23.242510,590.19,34.76,73.95
